leaid,leaname,fips,stateabb,ses,meangs,mnenrol,top100
5511100,Oregon School District,55,WI,1.411696953,1.372919539,269.5106506,0
3701950,Halifax County Schools,37,NC,-2.175791091,-2.221723731,269.3229065,0
1811460,Tri-Creek School Corporation,18,IN,0.621448508,0.75496426,269.2916565,0
3904870,Mad River Local,39,OH,-0.49900137,-0.223485449,269.1789551,0
513080,Greene Co. Tech School Dist.,5,AR,0.142504013,-0.318186353,269.1612854,0
2802100,Itawamba CO School Dist,28,MS,-0.374466899,-0.496265946,269.1263123,0
102880,Russell County,1,AL,-0.695088389,-1.446663315,268.9775391,0
5512330,Pulaski Community School District,55,WI,1.103313993,0.998326936,268.9479065,0
3407800,Jefferson Township,34,NJ,1.406830672,1.346555804,268.7567444,0
2803630,Picayune School Dist,28,MS,-0.985582431,-1.102726497,268.7530823,0
4841520,Stephenville,48,TX,0.18818341,0.365036111,268.7325439,0
3605460,Brighton Central School District,36,NY,1.518338819,1.917500768,268.1060486,0
1737350,Triad CUSD 2,17,IL,1.136384629,0.43514297,267.9893494,0
1302670,Haralson County,13,GA,-0.774723735,-0.78089664,267.8333435,0
1805790,Lebanon Community School Corp,18,IN,0.497038856,0.694386782,267.8315735,0
5308970,Toppenish School District,53,WA,-1.707084945,-1.772724233,267.5438538,0
100360,Bibb County,1,AL,-0.409692329,-1.257222467,267.4791565,0
3904625,Northeastern Local,39,OH,0.643106383,0.411902808,267.4315796,0
1301680,Decatur City,13,GA,0.875696504,1.527233392,267.3157959,0
2012180,Shawnee Heights,20,KS,1.003644665,0.391596969,267.2976074,0
1300690,Butts County,13,GA,-0.594935077,-0.82315554,267.28125,0
2608520,Cedar Springs Public Schools,26,MI,0.229444198,0.064333727,267.0833435,0
3617730,Long Beach City School District,36,NY,1.193486895,0.697817159,267.0606079,0
1301650,Dawson County,13,GA,0.266390574,0.038640849,267.0520935,0
2508310,Nashoba,25,MA,1.795506892,2.487839355,267,0
5102850,Page CO Pblc Schs,51,VA,-0.248976142,-0.094402476,266.90625,0
1707830,Central CUSD 301,17,IL,1.649374276,1.272176327,266.7956848,0
2511910,Wakefield,25,MA,1.452002001,1.65790091,266.7526855,0
3627450,South Orangetown Central School District,36,NY,1.582843855,1.292625425,266.7121277,0
2800390,Alcorn School Dist,28,MS,-0.2214207,-0.417156158,266.6666565,0
3910032,Wooster City,39,OH,-0.020725964,0.909066691,266.6526184,0
4216200,Muhlenberg SD,42,PA,0.313842963,-0.084875183,266.494751,0
2509420,Pembroke,25,MA,1.204525782,1.806502529,266.2282715,0
2741460,Waconia Public School District,27,MN,1.610724893,1.843571777,265.9375,0
2913650,Hannibal 60,29,MO,-0.22520242,-0.346439277,265.8478394,0
2803660,Pontotoc CO School Dist,28,MS,-0.381350901,-0.410623409,265.8191528,0
3624840,Rocky Point Union Free School District,36,NY,1.110157713,0.282320019,265.3541565,0
5307770,Selah School District,53,WA,0.128589559,0.207364337,265.2333374,0
3904464,Piqua City,39,OH,-0.494931501,-0.011373926,265.2105408,0
635910,Saratoga Union Elementary,6,CA,2.415488714,3.55314531,265.1486511,0
4818280,El Campo ISD,48,TX,-0.283289312,-0.661112847,265.116272,0
4841070,Splendora ISD,48,TX,-0.072218277,-0.545009668,265.0465088,0
4827690,Little Cypress-Mauriceville CISD,48,TX,0.267646379,-0.046881757,264.9302368,0
633240,Robla Elementary,6,CA,-0.682923871,-1.808466292,264.8666687,0
3904517,Zanesville City,39,OH,-1.8374544,-1.05927885,264.7999878,0
3413410,Princeton Regional,34,NJ,2.029502253,3.285235285,264.7625122,0
1720280,Jacksonville SD 117,17,IL,-0.299308027,-0.118347143,264.7021179,0
1302730,Hart County,13,GA,-0.429294259,-0.390290753,264.6979065,0
4400030,Barrington,44,RI,2.019404106,2.584203237,264.6896667,0
4026910,Sapulpa,40,OK,-0.023413659,-0.478860255,264.5698853,0
4211940,Hollidaysburg Area SD,42,PA,0.674427015,1.082676572,264.4166565,0
4808280,Andrews ISD,48,TX,0.301092076,-0.663683389,264.0465088,0
2928260,Sikeston R-6,29,MO,-0.816960007,-0.870221615,264.0108643,0
4218390,Palmyra Area SD,42,PA,1.085474521,1.086078726,263.6770935,0
2744070,Winona Area Public School District,27,MN,0.530957518,0.360288849,263.5,0
4221570,Shippensburg Area SD,42,PA,0.141533107,0.398052953,263.34375,0
3418360,Wyckoff Township,34,NJ,2.247401767,2.365761979,263.2749939,0
1914640,Indianola Comm School District,19,IA,0.626311579,0.786359883,263.2604065,0
3409330,Mahwah Township,34,NJ,1.627831258,2.520948734,263.2026978,0
619680,King City Union,6,CA,-0.374863384,-2.028905654,263.2026978,0
4607950,Brandon Valley School District 49-2,46,SD,1.281549619,1.222800324,263.1071472,0
4826040,La Feria ISD,48,TX,-1.403150947,-0.682896993,262.8721008,0
5509130,Mequon-Thiensville School District,55,WI,1.94195139,2.466163781,262.8616943,0
629910,Parlier Unified,6,CA,-1.986783931,-2.809891671,262.7638855,0
4701800,Henderson County School Dist,47,TN,-0.611857043,0.32986048,262.6867371,0
903030,North Haven School District,9,CT,1.323625309,1.054724736,262.6794739,0
628320,Old Adobe Union Elementary,6,CA,1.06354939,-0.467900674,262.4074097,0
4835190,Pleasanton ISD,48,TX,-0.100845785,-0.155252274,262.2558289,0
2510470,Sandwich,25,MA,1.403875583,1.765940578,262.21875,0
4224000,Twin Valley SD,42,PA,1.038630602,1.142510126,262.127655,0
1911820,Fort Dodge Comm School District,19,IA,-0.412258279,-0.778869484,262.125,0
5301140,Centralia School District,53,WA,-1.055460452,-0.355870235,262.0833435,0
4224790,Wallingford-Swarthmore SD,42,PA,1.778381102,2.529001215,262.0520935,0
2510620,Sharon,25,MA,2.097170932,3.157839088,262.0106506,0
2700017,Chisago Lakes School District,27,MN,1.12657006,1.346541569,261.7291565,0
4400570,Lincoln,44,RI,0.799213928,1.072016206,261.6966248,0
3618270,Manhasset Union Free School District,36,NY,2.207752849,2.764269548,261.5454407,0
5302880,Fife School District,53,WA,0.42031902,-0.284009242,261.5333252,0
3501650,Los Alamos Public Schools,35,NM,2.009158507,1.854804034,261.3943787,0
1300480,Brantley County,13,GA,-0.730344494,-0.15227467,261.3645935,0
3401500,Bergenfield,34,NJ,1.153078933,1.245406166,261.3250122,0
2705460,Big Lake Public School District,27,MN,1.033175318,0.604399839,261.1354065,0
3904408,Winton Woods City,39,OH,0.111001965,-1.184154077,260.7579041,0
5303150,Grandview School District,53,WA,-1.281432281,-1.05983853,260.75,0
2302820,Bangor School Department,23,ME,-0.592880725,1.229649728,260.5505676,0
2623850,Milan Area Schools,26,MI,0.697287186,0.73467062,260.4479065,0
3606630,Carthage Central School District,36,NY,-0.233780001,-0.396358581,260.3709717,0
3501890,Moriarty Municipal Schools,35,NM,0.201071913,-0.244898709,260.1690063,0
2101230,Clay County,21,KY,-2.325511079,-0.319959992,260.1354065,0
630230,Petaluma City Elementary,6,CA,0.989440119,0.041962164,260.0140991,0
3910017,Bedford City,39,OH,-0.509187744,-0.633720116,259.9684143,0
4027570,Shawnee,40,OK,-1.245170357,-0.669535205,259.8297729,0
4811700,Brownwood ISD,48,TX,-0.360158879,-0.231466182,259.8023376,0
4212170,Interboro SD,42,PA,0.322193,0.402896631,259.8020935,0
4834170,Pampa ISD,48,TX,-0.050017918,-0.722863539,259.6395264,0
600052,Eureka City Unified,6,CA,-0.386765162,-1.221563042,259.1891785,0
5515750,Watertown School District,55,WI,0.305072075,0.020745009,259.0520935,0
3624990,Roosevelt Union Free School District,36,NY,-0.394159837,-1.717521297,258.96875,0
2504410,Duxbury,25,MA,1.980941051,2.389652174,258.90625,0
3608430,Cornwall Central School District,36,NY,1.508519379,1.462664923,258.8769226,0
905220,Windsor School District,9,CT,0.897808955,0.015166499,258.7619019,0
5002820,Burlington School District,50,VT,0.015330746,0.506597179,258.6184082,0
4002850,Altus,40,OK,-0.325206708,0.125494585,258.4468079,0
629640,Palo Verde Unified,6,CA,-0.991889124,-2.411948688,258.4307556,0
2709510,Columbia Heights Public School Dist,27,MN,-0.256228295,-0.674410062,258.4166565,0
502250,Alma School District,5,AR,-0.167246013,-0.470880013,258.3955994,0
624900,Millbrae Elementary,6,CA,1.331911683,0.975006311,258.3378296,0
2510560,Scituate,25,MA,1.591854841,2.672195181,258.1838989,0
2730030,Princeton Public School District,27,MN,0.789533823,0.562928934,258.1770935,0
624230,Mcfarland Unified,6,CA,-1.624732204,-2.141966318,258.1621704,0
3200210,Humboldt County School District,32,NV,0.346425492,-0.758065047,257.8611145,0
1300060,Appling County,13,GA,-0.725626096,-0.498052248,257.6458435,0
4214760,Marple Newtown SD,42,PA,1.424436384,1.605791268,257.6210632,0
3605310,Brewster Central School District,36,NY,1.138206577,1.003982419,257.2575684,0
2626760,Orchard View Schools,26,MI,-1.27440681,-1.444673172,257.25,0
4841280,Springtown ISD,48,TX,0.253224149,-0.575746031,257.2092896,0
2503300,Canton,25,MA,1.395706392,2.312855363,256.8854065,0
4032370,Western Heights,40,OK,-0.983465131,-2.349599192,256.8260803,0
2803060,Neshoba County School District,28,MS,-0.73427952,-0.613093366,256.7742004,0
4202010,Abington Heights SD,42,PA,1.530843585,1.635898455,256.7604065,0
4109480,Parkrose SD 3,41,OR,-0.453023189,-1.199536022,256.7142944,0
902820,New London School District,9,CT,-1.51604474,-1.616774732,256.5609741,0
5400420,Hampshire County Schools,54,WV,-0.40958455,-0.821966553,256.5113525,0
2302610,Auburn School Department,23,ME,-0.163604677,0.086999113,256.2298889,0
1305850,Worth County,13,GA,-0.986983797,-0.926310091,256.1875,0
4830950,Mineral Wells ISD,48,TX,-0.617384027,-0.863019555,256.1278992,0
3628500,Sweet Home Central School District,36,NY,0.478584694,0.383147587,256.078125,0
3631320,Whitesboro Central School District,36,NY,0.684444491,0.995376363,256.0166626,0
1724940,Mascoutah Cud 19,17,IL,0.913147777,1.121738162,255.8924713,0
5506600,Hortonville School District,55,WI,1.330879491,0.95156858,255.5833282,0
1602130,Middleton District,16,ID,0.283359053,-0.12625673,255.5238037,0
1810710,Southern Hancock CO Com Sch Corp,18,IN,1.176601474,0.974510438,255.2604218,0
2505070,Freetown-Lakeville,25,MA,1.299708457,1.525581672,255.25,0
2802850,Marshall CO School Dist,28,MS,-0.559444599,-1.680517723,255.1190491,0
1723850,Lyons SD 103,17,IL,0.078199637,-0.657433265,255.1170197,0
4224750,Wallenpaupack Area SD,42,PA,0.375901705,0.788952751,254.957901,0
4223760,Trinity Area SD,42,PA,0.442168763,0.976902079,254.9080505,0
1600300,Blaine County District,16,ID,0.913667273,0.645242165,254.8214264,0
